i,j,k,x_um,y_um,z_um,pressure,temperature,liquid_fraction,fill_level,ux,uy,uz,vmag
15,12,40,56.25,45.00,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,12,40,60.00,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,12,40,63.75,45.00,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,12,40,67.50,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,12,40,71.25,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,12,40,75.00,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,12,40,78.75,45.00,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,12,40,82.50,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,12,40,86.25,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,12,40,90.00,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,12,40,93.75,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,12,40,97.50,45.00,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,12,40,101.25,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,12,40,105.00,45.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,12,40,108.75,45.00,150.00,-2.47733350e+03,3.00000122e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,12,40,112.50,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,12,40,116.25,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,12,40,120.00,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,12,40,123.75,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,12,40,127.50,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,12,40,131.25,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,12,40,135.00,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,12,40,138.75,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,12,40,142.50,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,12,40,146.25,45.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,13,40,0.00,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,13,40,3.75,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,13,40,7.50,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,13,40,11.25,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,13,40,15.00,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,13,40,18.75,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,13,40,22.50,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,13,40,26.25,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,13,40,30.00,48.75,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,13,40,33.75,48.75,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,13,40,37.50,48.75,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,13,40,41.25,48.75,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,13,40,45.00,48.75,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,13,40,48.75,48.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,13,40,52.50,48.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,13,40,56.25,48.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,13,40,60.00,48.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,13,40,63.75,48.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,13,40,67.50,48.75,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,13,40,71.25,48.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,13,40,75.00,48.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,13,40,78.75,48.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,13,40,82.50,48.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,13,40,86.25,48.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,13,40,90.00,48.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,13,40,93.75,48.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,13,40,97.50,48.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,13,40,101.25,48.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,13,40,105.00,48.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,13,40,108.75,48.75,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,13,40,112.50,48.75,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,13,40,116.25,48.75,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,13,40,120.00,48.75,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,13,40,123.75,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,13,40,127.50,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,13,40,131.25,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,13,40,135.00,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,13,40,138.75,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,13,40,142.50,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,13,40,146.25,48.75,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,14,40,0.00,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,14,40,3.75,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,14,40,7.50,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,14,40,11.25,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,14,40,15.00,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,14,40,18.75,52.50,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,14,40,22.50,52.50,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,14,40,26.25,52.50,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,14,40,30.00,52.50,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,14,40,33.75,52.50,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,14,40,37.50,52.50,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,14,40,41.25,52.50,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,14,40,45.00,52.50,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,14,40,48.75,52.50,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,14,40,52.50,52.50,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,14,40,56.25,52.50,150.00,-2.47733350e+03,3.00000305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,14,40,60.00,52.50,150.00,-2.47733350e+03,3.00000305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,14,40,63.75,52.50,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,14,40,67.50,52.50,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,14,40,71.25,52.50,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,14,40,75.00,52.50,150.00,-2.47733350e+03,3.00000397e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,14,40,78.75,52.50,150.00,-2.47733350e+03,3.00000397e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,14,40,82.50,52.50,150.00,-2.47733350e+03,3.00000397e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,14,40,86.25,52.50,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,14,40,90.00,52.50,150.00,-2.47733350e+03,3.00000305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,14,40,93.75,52.50,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,14,40,97.50,52.50,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,14,40,101.25,52.50,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,14,40,105.00,52.50,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,14,40,108.75,52.50,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,14,40,112.50,52.50,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,14,40,116.25,52.50,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,14,40,120.00,52.50,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,14,40,123.75,52.50,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,14,40,127.50,52.50,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,14,40,131.25,52.50,150.00,-2.47733350e+03,3.00000031e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,14,40,135.00,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,14,40,138.75,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,14,40,142.50,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,14,40,146.25,52.50,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,15,40,0.00,56.25,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,15,40,3.75,56.25,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,15,40,7.50,56.25,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,15,40,11.25,56.25,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,15,40,15.00,56.25,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,15,40,18.75,56.25,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,15,40,22.50,56.25,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,15,40,26.25,56.25,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,15,40,30.00,56.25,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,15,40,33.75,56.25,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,15,40,37.50,56.25,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,15,40,41.25,56.25,150.00,-2.47733350e+03,3.00000305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,15,40,45.00,56.25,150.00,-2.47733350e+03,3.00000397e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,15,40,48.75,56.25,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,15,40,52.50,56.25,150.00,-2.47733350e+03,3.00000488e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,15,40,56.25,56.25,150.00,-2.47733350e+03,3.00000488e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,15,40,60.00,56.25,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,15,40,63.75,56.25,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,15,40,67.50,56.25,150.00,-2.47733350e+03,3.00000671e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,15,40,71.25,56.25,150.00,-2.47733350e+03,3.00000671e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,15,40,75.00,56.25,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,15,40,78.75,56.25,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,15,40,82.50,56.25,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,15,40,86.25,56.25,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,15,40,90.00,56.25,150.00,-2.47733350e+03,3.00000549e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,15,40,93.75,56.25,150.00,-2.47733350e+03,3.00000488e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,15,40,97.50,56.25,150.00,-2.47733350e+03,3.00000458e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,15,40,101.25,56.25,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,15,40,105.00,56.25,150.00,-2.47733350e+03,3.00000305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,15,40,108.75,56.25,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,15,40,112.50,56.25,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,15,40,116.25,56.25,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,15,40,120.00,56.25,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,15,40,123.75,56.25,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,15,40,127.50,56.25,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,15,40,131.25,56.25,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,15,40,135.00,56.25,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,15,40,138.75,56.25,150.00,-2.47733350e+03,3.00000031e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,15,40,142.50,56.25,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,15,40,146.25,56.25,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,16,40,0.00,60.00,150.00,-2.47733350e+03,3.00000000e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,16,40,3.75,60.00,150.00,-2.47733350e+03,3.00000031e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,16,40,7.50,60.00,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,16,40,11.25,60.00,150.00,-2.47733350e+03,3.00000183e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,16,40,15.00,60.00,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,16,40,18.75,60.00,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,16,40,22.50,60.00,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,16,40,26.25,60.00,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
